defect_id,defect_type,material_grade,product_id,date,dataset
2965,1001,Grade 1,12424,2021-01-11,Training
2422,1078,Grade 2P,10363,2020-12-24,Training
4003,1078,,13081,2021-01-07,Training
2171,1052,Grade 2,3692,2021-01-08,Training
2821,1078,Grade 1P,10010,2021-01-14,Training
2832,1078,Grade 1P,10010,2021-01-14,Training
603,1151,Grade 1P,660,2020-12-17,Training
75,1086,Grade 2,15429,2020-12-01,Training
1379,1099,Grade 1,2753,2020-12-31,Training
2664,1060,Grade 1,3335,2021-01-26,Training
5913,1171,Grade 2,7613,2021-01-27,Test
3580,1079,Grade 2P,1257,2021-01-06,Training
3338,1072,Grade 2,1123,2020-12-26,Training
149,1099,,6335,2020-12-17,Training
2653,1086,Grade 2,3082,2020-12-01,Training
458,1045,Grade 2,4676,2020-12-02,Training
1417,1099,Grade 1,8518,2021-01-16,Training
1555,1098,Grade 1P,6267,2021-01-21,Training
2774,1099,,6335,2020-12-17,Training
813,1098,Grade A,7204,2021-01-23,Training
2432,1078,Grade 2P,969,2020-12-24,Training
3411,1041,Grade 2,1446,2020-12-10,Training
1124,1041,Grade AP,803,2020-12-31,Training
815,1098,Grade A,7204,2021-01-23,Training
1134,1041,Grade AP,16453,2020-12-31,Training
839,1098,Grade A,3851,2021-01-23,Training
4510,1171,Grade 1P,6020,2021-01-27,Training
5174,1052,Grade 2,3692,2021-01-08,Test
6461,1000,Grade 2P,2704,2020-12-01,Test
3269,1052,Grade 1,6865,2020-12-26,Training
1240,1151,Grade 2P,13540,2020-12-23,Training
1230,1098,Grade KP,16467,2020-12-10,Training
5237,1078,Grade 2P,2301,2020-12-24,Test
2648,1086,Grade 2,3082,2020-12-01,Training
5265,1072,Grade 2P,10809,2021-01-21,Test
6702,1151,Grade 2,1494,2021-01-23,Test
2465,1078,Grade 2P,7408,2020-12-24,Training
4679,1041,Grade 2,6838,2020-12-15,Training
4081,1077,Grade 1P,5157,2021-01-07,Training
1032,1151,Grade KP,3405,2021-01-04,Training
2726,1053,Grade B1,3979,2020-12-29,Training
1825,1171,Grade 2,134,2020-12-04,Training
354,1099,Grade 2,13550,2021-01-24,Training
1770,1171,Grade 2,9346,2020-12-04,Training
667,1041,Grade 1,6739,2020-12-10,Training
172,1039,Grade 1P,5896,2021-01-14,Training
1657,1000,Grade 1P,18433,2020-12-24,Training
5110,1099,Grade B1,14168,2020-12-16,Training
427,1000,Grade 1,1237,2021-01-11,Training
1733,1171,Grade 2,9346,2020-12-04,Training
2088,1052,Grade 2,6702,2021-01-08,Training
886,1098,Grade A,3851,2021-01-23,Training
4992,1045,Grade 1P,11417,2020-12-24,Training
1258,1151,Grade 2P,2449,2020-12-23,Training
5942,1058,Grade 2,3357,2021-01-27,Test
4040,1078,Grade B1,10045,2021-01-07,Training
2568,1086,Grade 2,9822,2020-12-01,Training
2386,1151,Grade 2,10249,2021-01-11,Training
102,1086,Grade 2,15429,2020-12-01,Training
2092,1052,Grade 2,6702,2021-01-08,Training
4997,1045,Grade 1P,10017,2020-12-24,Training
5162,1052,Grade 2,3692,2021-01-08,Test
2860,1072,,328,2020-12-18,Training
4385,1171,Grade 1P,2785,2021-01-27,Training
2784,1099,Grade 1P,3905,2021-01-23,Training
4868,1098,Grade 1P,6267,2021-01-21,Training
4928,1041,Grade 1P,333,2021-01-17,Training
135,1053,Grade B1,3979,2020-12-29,Training
1886,1151,,2937,2020-12-01,Training
3397,1078,Grade 2,9587,2020-12-10,Training
6059,1019,Grade 2,4795,2021-01-07,Test
4616,1058,Grade 2,3357,2021-01-27,Training
4623,1058,Grade 2,3357,2021-01-27,Training
3426,1041,Grade 2,1446,2020-12-10,Training
1567,1099,Grade B1,3727,2021-01-18,Training
2597,1086,Grade 2,3082,2020-12-01,Training
6614,1000,Grade 1P,14536,2020-12-24,Test
812,1098,Grade A,7204,2021-01-23,Training
467,1019,Grade 1,210,2020-12-23,Training
884,1098,Grade A,3851,2021-01-23,Training
6750,1086,Grade 1P,17232,2020-12-16,Test
1765,1171,Grade 2,9346,2020-12-04,Training
5065,1078,Grade 2P,8599,2020-12-01,Training
2461,1078,Grade 2P,7408,2020-12-24,Training
3041,1001,Grade 1,4006,2020-12-23,Training
804,1098,Grade A,7204,2021-01-23,Training
359,1099,Grade 2,13550,2021-01-24,Training
3963,1060,Grade B1,6131,2021-01-07,Training
1078,1151,Grade 1P,10734,2021-01-13,Training
4687,1041,Grade 2,10629,2020-12-15,Training
144,1019,,982,2020-12-13,Training
385,1079,Grade 1,3554,2021-01-24,Training
5130,1052,Grade 2,1266,2021-01-08,Test
6244,1151,Grade 1,3405,2021-01-08,Test
121,1098,Grade 2,4710,2020-12-17,Training
1611,1000,Grade 1P,14536,2020-12-24,Training
423,1079,Grade 1,8721,2021-01-24,Training
4907,1151,Grade 2,7472,2021-01-10,Training
5303,1086,Grade 2,3082,2020-12-01,Test
3789,1041,Grade B1,19469,2021-01-23,Training
4567,1052,Grade 2,3719,2021-01-27,Training
1700,1171,Grade 2,2913,2020-12-04,Training
560,1151,Grade 1P,2720,2020-12-16,Training
2841,1045,,15506,2020-12-18,Training
6453,1041,Grade AP,4474,2020-12-31,Test
5666,1098,Grade AP,12805,2020-12-23,Test
4763,1060,Grade 1,9580,2021-01-09,Training
1277,1079,Grade 1P,10789,2020-12-19,Training
6331,1086,Grade 2,7339,2021-01-23,Test
4536,1171,Grade 1P,6020,2021-01-27,Training
6170,1099,,3119,2021-01-05,Test
5120,1052,Grade 2,6702,2021-01-08,Test
5260,1072,Grade 2,3561,2020-12-24,Test
1550,1079,Grade 1P,5110,2021-01-21,Training
2530,1052,Grade 1,6078,2020-12-18,Training
4174,1077,Grade 1P,862,2020-12-31,Training
3070,1001,Grade 1,7968,2021-01-06,Training
2062,1086,Grade 1P,17232,2020-12-16,Training
6344,1086,Grade 2,7339,2021-01-23,Test
2452,1078,Grade 2P,7408,2020-12-24,Training
3744,1041,Grade 2P,11853,2020-12-23,Training
6568,1019,Grade 1,8804,2020-12-13,Test
3134,1078,Grade 1,25846,2021-01-18,Training
2875,1001,,34040,2021-01-05,Training
5939,1058,Grade 2,3357,2021-01-27,Test
1273,1041,Grade 1P,6836,2021-01-20,Training
419,1000,Grade 1,7263,2021-01-24,Training
4200,1151,Grade 1,1407,2020-12-31,Training
659,1041,Grade 1,16864,2020-12-10,Training
2207,1052,Grade 2,3692,2021-01-08,Training
1863,1041,Grade 2P,8599,2020-12-01,Training
3138,1078,Grade 1,25846,2021-01-18,Training
3282,1052,Grade 1,6865,2020-12-26,Training
3859,1030,Grade 1P,8574,2021-01-07,Training
4832,1045,Grade B1,8753,2020-12-16,Training
594,1151,Grade 1P,660,2020-12-17,Training
2798,1078,Grade 1P,2252,2021-01-14,Training
1598,1041,Grade 1P,333,2021-01-17,Training
1921,1079,Grade 2,1494,2021-01-23,Training
3215,1078,Grade 1,16361,2020-12-16,Training
4818,1151,Grade 1P,19674,2020-12-21,Training
2172,1052,Grade 2,3692,2021-01-08,Training
706,1079,Grade K1,10954,2021-01-15,Training
3437,1052,Grade KP,29895,2020-12-22,Training
5868,1171,Grade 1P,2785,2021-01-27,Test
3900,1030,Grade 1P,2084,2021-01-07,Training
682,1019,Grade 2,1548,2020-12-10,Training
2424,1078,Grade 2P,10363,2020-12-24,Training
4480,1171,Grade 1P,6020,2021-01-27,Training
4185,1151,Grade 1,8181,2020-12-31,Training
2068,1052,Grade 2,6702,2021-01-08,Training
3172,1078,Grade 1,8888,2020-12-16,Training
3754,1041,Grade 2P,4765,2020-12-23,Training
5096,1030,Grade 1,17073,2020-12-23,Training
5922,1052,Grade 2,3719,2021-01-27,Test
110,1098,Grade 2,4710,2020-12-17,Training
3837,1060,Grade W1,1730,2021-01-22,Training
6143,1039,Grade 1P,5896,2021-01-14,Test
1503,1098,Grade AP,6847,2020-12-13,Training
4913,1151,Grade 1P,783,2021-01-09,Training
4394,1171,Grade 1P,2785,2021-01-27,Training
2124,1052,Grade 2,1266,2021-01-08,Training
5276,1072,Grade 2P,16191,2021-01-21,Test
4941,1045,Grade 1P,5439,2020-12-24,Training
1559,1099,Grade B1,17335,2021-01-18,Training
2835,1078,Grade 1P,10010,2021-01-14,Training
3571,1041,Grade 2P,12655,2020-12-19,Training
6227,1019,Grade 1,13258,2021-01-15,Test
3943,1060,Grade B1,6131,2021-01-07,Training
4276,1151,Grade 1,1407,2020-12-31,Training
4916,1045,Grade 1P,8451,2021-01-09,Training
3928,1060,Grade B1,6131,2021-01-07,Training
6369,1098,Grade A,3851,2021-01-23,Test
107,1098,Grade 2,4710,2020-12-17,Training
29,1099,Grade 1,6734,2020-12-25,Training
4154,1077,Grade 1P,9184,2020-12-31,Training
6445,1079,Grade 1P,10734,2021-01-13,Test
756,1086,Grade 2,7339,2021-01-23,Training
589,1151,Grade 1,16453,2020-12-17,Training
1225,1098,Grade 2,4095,2020-12-05,Training
3601,1041,Grade AP,11980,2020-12-31,Training
4975,1045,Grade 1P,127,2020-12-24,Training
4939,1045,Grade 1P,5439,2020-12-24,Training
4076,1077,Grade 1P,5157,2021-01-07,Training
553,1052,Grade 1,4895,2021-01-11,Training
5211,1072,Grade 2P,7273,2021-01-03,Test
6189,1079,Grade 2,18324,2021-01-27,Test
6285,1151,Grade 1,6714,2020-12-04,Test
1415,1099,Grade 2,15948,2021-01-01,Training
6393,1098,Grade A,1471,2021-01-23,Test
6508,1030,Grade 1P,8574,2021-01-07,Test
6605,1041,Grade 1P,333,2021-01-17,Test
5862,1045,Grade B1,13970,2020-12-04,Test
3052,1078,Grade 1,3974,2021-01-06,Training
3933,1060,Grade B1,6131,2021-01-07,Training
6752,1086,Grade 1P,17232,2020-12-16,Test
4988,1045,Grade 1P,127,2020-12-24,Training
5681,1078,Grade 1,8987,2020-12-19,Test
5580,1084,Grade 2,7079,2021-01-23,Test
2466,1078,Grade 2P,7408,2020-12-24,Training
5615,1041,Grade AP,4489,2020-12-31,Test
1600,1045,Grade 1P,5536,2020-12-24,Training
4802,1151,Grade 1,5151,2021-01-09,Training
90,1086,Grade 2,15429,2020-12-01,Training
4095,1030,Grade B1,8369,2021-01-07,Training
4111,1030,Grade B1,8796,2020-12-31,Training
4232,1151,Grade 1,1407,2020-12-31,Training
1884,1151,Grade 2,17137,2020-12-01,Training
2888,1052,,8749,2021-01-01,Training
629,1084,Grade 1,8301,2020-12-05,Training
69,1086,Grade 2,15429,2020-12-01,Training
894,1098,Grade A,3851,2021-01-23,Training
3067,1151,Grade 1,2141,2021-01-06,Training
5104,1078,Grade B1,808,2020-12-30,Training
4314,1052,Grade 1P,17203,2020-12-04,Training
4403,1171,Grade 1P,2785,2021-01-27,Training
1773,1171,Grade 2,9346,2020-12-04,Training
5340,1078,Grade 1P,2252,2021-01-14,Test
952,1151,Grade KP,3405,2021-01-04,Training
882,1098,Grade A,3851,2021-01-23,Training
2119,1052,Grade 2,1266,2021-01-08,Training
6308,1041,Grade 1,9116,2020-12-10,Test
298,1098,,1312,2021-01-05,Training
2870,1099,,2289,2021-01-05,Training
450,1019,Grade 1,21003,2021-01-15,Training
5977,1041,Grade 2,4189,2020-12-15,Test
4257,1151,Grade 1,1407,2020-12-31,Training
4029,1078,Grade B1,4246,2021-01-07,Training
4450,1171,Grade 2P,18070,2021-01-27,Training
2543,1052,Grade 1,6078,2020-12-18,Training
3784,1098,Grade AP,12805,2020-12-23,Training
5754,1030,Grade B1,10123,2021-01-07,Test
4670,1041,Grade 2,10688,2020-12-15,Training
372,1099,Grade 2,13550,2021-01-24,Training
3935,1060,Grade B1,6131,2021-01-07,Training
4327,1052,Grade B1,2368,2020-12-04,Training
4434,1171,Grade 1P,2785,2021-01-27,Training
5656,1078,Grade 2P,18669,2020-12-23,Test
6194,1099,Grade 2,13550,2021-01-24,Test
5661,1098,Grade AP,12805,2020-12-23,Test
4109,1030,Grade B1,427,2020-12-31,Training
2903,1052,Grade 2,11694,2021-01-27,Training
6242,1098,Grade 2,1745,2021-01-20,Test
4568,1052,Grade 2,3719,2021-01-27,Training
2103,1052,Grade 2,6702,2021-01-08,Training
1191,1077,Grade 1P,718,2020-12-25,Training
5364,1099,,2289,2021-01-05,Test
4060,1030,Grade B1,14868,2021-01-07,Training
4204,1151,Grade 1,1407,2020-12-31,Training
2409,1078,Grade 2P,2301,2020-12-24,Training
5113,1052,Grade 2,6702,2021-01-08,Test
6606,1041,Grade 1P,333,2021-01-17,Test
151,1099,,6335,2020-12-17,Training
2589,1086,Grade 2,3082,2020-12-01,Training
1038,1041,Grade 2P,12655,2020-12-19,Training
1388,1098,Grade B1,3264,2020-12-04,Training
920,1098,Grade A,1471,2021-01-23,Training
1310,1030,Grade 1P,8574,2021-01-07,Training
6056,1045,Grade 1P,11417,2020-12-24,Test
3535,1098,Grade A,5243,2021-01-23,Training
4730,1041,Grade 2,15154,2020-12-15,Training
514,1151,Grade 1,3405,2021-01-08,Training
5457,1078,Grade 1,5242,2021-01-18,Test
6092,1086,Grade 2,15429,2020-12-01,Test
2343,1072,Grade 2P,7273,2021-01-03,Training
4537,1171,Grade 1P,6020,2021-01-27,Training
753,1086,Grade 2,7339,2021-01-23,Training
2323,1072,Grade 2P,7273,2021-01-03,Training
4968,1045,Grade 1P,127,2020-12-24,Training
1959,1079,Grade 2,17773,2021-01-23,Training
1315,1030,Grade 1P,8574,2021-01-07,Training
5630,1060,Grade 1,15660,2020-12-25,Test
6515,1030,Grade 1P,8574,2021-01-07,Test
2366,1099,Grade 2,11405,2021-01-11,Training
5402,1098,Grade 1,13258,2021-01-15,Test
5355,1072,,328,2020-12-18,Test
4834,1045,Grade B1,8753,2020-12-16,Training
4979,1045,Grade 1P,127,2020-12-24,Training
476,1151,Grade 1,4735,2021-01-06,Training
4033,1078,Grade B1,4246,2021-01-07,Training
3678,1078,Grade 2P,12373,2020-12-23,Training
2136,1052,Grade 2,2173,2021-01-08,Training
4371,1052,Grade B1,3127,2020-12-04,Training
6380,1098,Grade A,3851,2021-01-23,Test
3402,1052,Grade 2,15521,2020-12-10,Training
901,1098,Grade A,3851,2021-01-23,Training
5094,1030,Grade 1,17073,2020-12-23,Training
5142,1052,Grade 2,2173,2021-01-08,Test
251,1072,,328,2020-12-18,Training
1214,1084,Grade 2P,8990,2020-12-25,Training
6180,1079,,7392,2021-01-01,Test
2599,1086,Grade 2,3082,2020-12-01,Training
2551,1098,Grade P1,802,2020-12-07,Training
3183,1078,Grade 1,8888,2020-12-16,Training
1133,1041,Grade AP,4489,2020-12-31,Training
2560,1086,Grade 2,9822,2020-12-01,Training
6434,1151,Grade 1P,12805,2021-01-13,Test
1583,1099,Grade B1,12779,2021-01-18,Training
2182,1052,Grade 2,3692,2021-01-08,Training
57,1086,Grade 2,15429,2020-12-01,Training
1327,1030,Grade 1P,8574,2021-01-07,Training
4479,1171,Grade 1P,6020,2021-01-27,Training
3361,1060,Grade 1,4613,2020-12-05,Training
6709,1079,Grade 2,17773,2021-01-23,Test
1540,1098,Grade AP,17636,2020-12-13,Training
297,1098,,1312,2021-01-05,Training
1147,1000,Grade 2P,891,2020-12-01,Training
5806,1151,Grade 1,1407,2020-12-31,Test
1876,1030,Grade 1P,282,2020-12-01,Training
1175,1041,Grade 2P,260,2020-12-04,Training
2238,1099,Grade 1P,8624,2020-12-01,Training
6626,1000,Grade 1P,18433,2020-12-24,Test
2977,1045,Grade 2,4676,2020-12-02,Training
3873,1030,Grade 1P,8574,2021-01-07,Training
2058,1086,Grade B1,14168,2020-12-16,Training
1091,1099,Grade 1P,2272,2021-01-19,Training
6570,1079,Grade 1P,15671,2020-12-13,Test
4378,1019,Grade B1,3196,2020-12-04,Training
1177,1041,Grade 2P,3993,2020-12-04,Training
5981,1060,Grade 1,9580,2021-01-09,Test
5858,1052,Grade B1,3127,2020-12-04,Test
5680,1078,Grade 1,8987,2020-12-19,Test
1742,1171,Grade 2,9346,2020-12-04,Training
5084,1030,Grade 1,1548,2020-12-25,Training
5911,1171,Grade 1P,6020,2021-01-27,Test
2278,1099,Grade 1P,8624,2020-12-01,Training
2711,1053,Grade W2P,5277,2021-01-12,Training
5998,1151,Grade 1,5151,2021-01-09,Test
6400,1098,Grade A,1471,2021-01-23,Test
618,1052,Grade 1,6714,2020-12-04,Training
5707,1060,Grade 1P,11039,2021-01-07,Test
6643,1171,Grade 2,2913,2020-12-04,Test
3996,1060,Grade B1,2117,2021-01-07,Training
1435,1098,Grade AP,7732,2021-01-23,Training
3648,1060,Grade 1,15660,2020-12-25,Training
6623,1000,Grade 1P,18433,2020-12-24,Test
510,1151,Grade 1,2918,2021-01-08,Training
420,1000,Grade 1,7263,2021-01-24,Training
1574,1099,Grade B1,12779,2021-01-18,Training
274,1099,,11601,2021-01-05,Training
2604,1086,Grade 2,3082,2020-12-01,Training
2623,1086,Grade 2,3082,2020-12-01,Training
6238,1151,Grade 1,3041,2021-01-06,Test
2618,1086,Grade 2,3082,2020-12-01,Training
5639,1078,Grade 2P,5885,2020-12-23,Test
2430,1078,Grade 2P,969,2020-12-24,Training
106,1098,Grade 2,4710,2020-12-17,Training
1349,1030,Grade 1P,8574,2021-01-07,Training
3014,1078,Grade 1,2599,2020-12-23,Training
3482,1084,Grade 2,7079,2021-01-23,Training
2250,1099,Grade 1P,8624,2020-12-01,Training
1800,1171,Grade 2,134,2020-12-04,Training
957,1151,Grade KP,3405,2021-01-04,Training
1699,1171,Grade 2,2913,2020-12-04,Training
5190,1099,Grade 1P,8624,2020-12-01,Test
2047,1086,Grade B1,14168,2020-12-16,Training
1509,1098,Grade AP,6847,2020-12-13,Training
3623,1041,Grade 2P,15561,2020-12-04,Training
2112,1052,Grade 2,1266,2021-01-08,Training
3262,1052,Grade 1,5034,2020-12-26,Training
5210,1072,Grade 2P,7273,2021-01-03,Test
6300,1086,Grade 1,5794,2020-12-05,Test
1029,1151,Grade KP,3405,2021-01-04,Training
2616,1086,Grade 2,3082,2020-12-01,Training
3204,1078,Grade 1,16361,2020-12-16,Training
4116,1030,Grade 1P,2106,2020-12-31,Training
421,1000,Grade 1,7263,2021-01-24,Training
1877,1030,Grade 1P,282,2020-12-01,Training
6169,1099,,16829,2021-01-05,Test
1945,1079,Grade 2,17773,2021-01-23,Training
569,1098,Grade 1P,2182,2021-01-28,Training
483,1098,Grade 2,1745,2021-01-20,Training
2237,1099,Grade 1P,8624,2020-12-01,Training
4872,1098,Grade 1P,6267,2021-01-21,Training
1208,1084,Grade 2P,8990,2020-12-25,Training
1229,1098,Grade KP,16467,2020-12-10,Training
142,1053,Grade W1P,13671,2020-12-29,Training
4472,1171,Grade 1P,6020,2021-01-27,Training
3511,1084,Grade 2,7079,2021-01-23,Training
4490,1171,Grade 1P,6020,2021-01-27,Training
1704,1171,Grade 2,2913,2020-12-04,Training
3444,1041,Grade 2,313,2020-12-24,Training
2975,1098,Grade 1,13258,2021-01-15,Training
610,1151,Grade 1P,660,2020-12-17,Training
1199,1084,Grade 2P,8990,2020-12-25,Training
1623,1000,Grade 1P,14536,2020-12-24,Training
4175,1077,Grade 1P,862,2020-12-31,Training
5743,1078,Grade B1,4246,2021-01-07,Test
2862,1072,,328,2020-12-18,Training
502,1098,Grade 2,1745,2021-01-20,Training
1675,1000,Grade 1P,18433,2020-12-24,Training
1896,1151,Grade 2,290,2020-12-01,Training
6603,1098,Grade 1P,379,2021-01-09,Test
3130,1078,Grade 1,25846,2021-01-18,Training
2935,1001,Grade 2,13092,2021-01-24,Training
3293,1052,Grade 1,6865,2020-12-26,Training
726,1086,Grade 2,7339,2021-01-23,Training
3716,1078,Grade 2P,297,2020-12-23,Training
1030,1151,Grade KP,3405,2021-01-04,Training
4856,1045,Grade B1,8753,2020-12-16,Training
1300,1030,Grade 1P,8574,2021-01-07,Training
1501,1098,Grade AP,6847,2020-12-13,Training
2082,1052,Grade 2,6702,2021-01-08,Training
1525,1098,Grade AP,6847,2020-12-13,Training
2036,1151,Grade 1,15671,2020-12-23,Training
2169,1052,Grade 2,3692,2021-01-08,Training
1662,1000,Grade 1P,18433,2020-12-24,Training
2353,1072,Grade 2P,7273,2021-01-03,Training
6717,1030,Grade 2,6078,2021-01-23,Test
2658,1060,Grade 1,3335,2021-01-26,Training
6222,1000,,9759,2021-01-13,Test
1307,1030,Grade 1P,8574,2021-01-07,Training
108,1098,Grade 2,4710,2020-12-17,Training
1356,1030,Grade 1P,6777,2021-01-07,Training
6026,1098,Grade P1,9043,2020-12-01,Test
3414,1041,Grade 2,1446,2020-12-10,Training
3291,1052,Grade 1,6865,2020-12-26,Training
2407,1078,Grade 2P,2301,2020-12-24,Training
936,1098,Grade A,1471,2021-01-23,Training
341,1079,Grade B1,7912,2020-12-15,Training
5906,1171,Grade 1P,6020,2021-01-27,Test
4022,1078,,13081,2021-01-07,Training
2766,1099,,6335,2020-12-17,Training
942,1151,Grade KP,3405,2021-01-04,Training
5795,1077,Grade 1P,19831,2020-12-31,Test
1585,1079,Grade 1P,11891,2021-01-18,Training
2496,1072,Grade 2P,10809,2021-01-21,Training
392,1079,Grade 1,11288,2021-01-24,Training
5539,1060,Grade 1,4613,2020-12-05,Test
2173,1052,Grade 2,3692,2021-01-08,Training
4016,1078,,13081,2021-01-07,Training
2358,1072,Grade 2P,7273,2021-01-03,Training
3249,1052,Grade 1,5034,2020-12-26,Training
729,1086,Grade 2,7339,2021-01-23,Training
770,1086,Grade 2,7339,2021-01-23,Training
290,1099,,3119,2021-01-05,Training
3375,1060,Grade 1,4613,2020-12-05,Training
4224,1151,Grade 1,1407,2020-12-31,Training
312,1079,,546,2021-01-01,Training
3590,1041,Grade AP,7991,2020-12-31,Training
2907,1045,Grade 2,11694,2021-01-27,Training
5239,1078,Grade 2P,10363,2020-12-24,Test
6226,1041,Grade 1,4473,2021-01-15,Test
6503,1030,Grade 1P,5283,2021-01-07,Test
6120,1098,Grade 1,91,2021-01-23,Test
5312,1086,Grade 2,3082,2020-12-01,Test
5331,1001,,3790,2020-12-17,Test
1639,1000,Grade 1P,18433,2020-12-24,Training
2519,1052,Grade 1,6078,2020-12-18,Training
6587,1098,Grade AP,2322,2020-12-13,Test
5720,1060,Grade B1,6131,2021-01-07,Test
184,1039,Grade 1P,5896,2021-01-14,Training
71,1086,Grade 2,15429,2020-12-01,Training
4277,1151,Grade 1,1407,2020-12-31,Training
716,1086,Grade 2,7339,2021-01-23,Training
426,1000,Grade 1,2294,2021-01-11,Training
1025,1151,Grade KP,3405,2021-01-04,Training
2771,1099,,6335,2020-12-17,Training
1923,1079,Grade 2,1494,2021-01-23,Training
3824,1078,Grade 1,8987,2020-12-19,Training
742,1086,Grade 2,7339,2021-01-23,Training
2220,1052,Grade 2,3692,2021-01-08,Training
1265,1151,Grade 2P,18669,2020-12-23,Training
1671,1000,Grade 1P,18433,2020-12-24,Training
5274,1072,Grade 2P,10809,2021-01-21,Test
2039,1151,Grade 1,15671,2020-12-23,Training
3047,1001,Grade 1,3796,2021-01-06,Training
2132,1052,Grade 2,2173,2021-01-08,Training
6271,1151,Grade 1P,660,2020-12-17,Test
6435,1151,Grade 1P,12805,2021-01-13,Test
1970,1079,Grade 2,17773,2021-01-23,Training
4904,1151,Grade 2,7472,2021-01-10,Training
1215,1084,Grade 2P,8990,2020-12-25,Training
4000,1060,Grade B1,2117,2021-01-07,Training
1100,1099,Grade 1P,13199,2021-01-19,Training
3463,1078,Grade 1,860,2021-01-23,Training
6044,1045,Grade 1P,5439,2020-12-24,Test
2569,1086,Grade 2,9822,2020-12-01,Training
1635,1000,Grade 1P,14536,2020-12-24,Training
3989,1060,Grade B1,2117,2021-01-07,Training
3099,1098,Grade 1,70,2020-12-26,Training
5497,1078,Grade 1,16361,2020-12-16,Test
1617,1000,Grade 1P,14536,2020-12-24,Training
983,1151,Grade KP,3405,2021-01-04,Training
4230,1151,Grade 1,1407,2020-12-31,Training
4740,1041,Grade 2,4189,2020-12-15,Training
3461,1078,Grade 1,860,2021-01-23,Training
6484,1098,Grade KP,16467,2020-12-10,Test
492,1098,Grade 2,1745,2021-01-20,Training
1869,1030,Grade 1P,282,2020-12-01,Training
5934,1058,Grade 2,3357,2021-01-27,Test
349,1045,Grade 2,18047,2021-01-24,Training
5543,1052,Grade 2,1548,2020-12-10,Test
1752,1171,Grade 2,9346,2020-12-04,Training
916,1098,Grade A,1471,2021-01-23,Training
1046,1151,Grade 1P,12805,2021-01-13,Training
47,1098,Grade P1,4276,2020-12-07,Training
6722,1041,Grade 1P,3516,2020-12-25,Test
6542,1098,Grade B1,3264,2020-12-04,Test
1355,1030,Grade 1P,6777,2021-01-07,Training
448,1079,Grade 1,11233,2021-01-15,Training
2115,1052,Grade 2,1266,2021-01-08,Training
1066,1151,Grade 1P,5377,2021-01-13,Training
1456,1098,Grade AP,7732,2021-01-23,Training
3869,1030,Grade 1P,8574,2021-01-07,Training
3266,1052,Grade 1,6865,2020-12-26,Training
3673,1060,Grade 1,15660,2020-12-25,Training
2666,1060,Grade 1,3335,2021-01-26,Training
6429,1098,Grade 2,331,2020-12-19,Test
5779,1077,Grade 1P,9184,2020-12-31,Test
3270,1052,Grade 1,6865,2020-12-26,Training
6155,1079,,8011,2020-12-18,Test
4675,1041,Grade 2,6838,2020-12-15,Training
1060,1079,Grade 1P,5377,2021-01-13,Training
853,1098,Grade A,3851,2021-01-23,Training
3188,1078,Grade 1,8888,2020-12-16,Training
5763,1077,Grade 1P,5157,2021-01-07,Test
2332,1072,Grade 2P,7273,2021-01-03,Training
6467,1041,Grade 2P,6104,2020-12-01,Test
1299,1030,Grade 1P,8574,2021-01-07,Training
5573,1151,Grade K1,2054,2021-01-15,Test
6607,1045,Grade 1P,5439,2020-12-24,Test
3418,1041,Grade 2,1446,2020-12-10,Training
6310,1041,Grade 1,9116,2020-12-10,Test
6522,1030,Grade 1P,8574,2021-01-07,Test
4772,1060,Grade 1,9580,2021-01-09,Training
2050,1086,Grade B1,14168,2020-12-16,Training
1117,1041,Grade AP,7991,2020-12-31,Training
1778,1171,Grade 2,9346,2020-12-04,Training
781,1098,Grade A,7204,2021-01-23,Training
6386,1098,Grade A,3851,2021-01-23,Test
183,1039,Grade 1P,5896,2021-01-14,Training
2602,1086,Grade 2,3082,2020-12-01,Training
4572,1052,Grade 2,3719,2021-01-27,Training
4534,1171,Grade 1P,6020,2021-01-27,Training
1844,1171,Grade 2,134,2020-12-04,Training
1518,1098,Grade AP,6847,2020-12-13,Training
2643,1086,Grade 2,3082,2020-12-01,Training
739,1086,Grade 2,7339,2021-01-23,Training
3795,1041,Grade 1P,6836,2021-01-20,Training
3555,1078,Grade 1P,7653,2020-12-19,Training
1173,1041,Grade 2P,260,2020-12-04,Training
3519,1084,Grade 2,7079,2021-01-23,Training
6529,1030,Grade 1P,8574,2021-01-07,Test
2129,1052,Grade 2,2173,2021-01-08,Training
3405,1052,Grade 2,15521,2020-12-10,Training
4407,1171,Grade 1P,2785,2021-01-27,Training
2518,1052,Grade 1,6078,2020-12-18,Training
4634,1058,Grade 2,3357,2021-01-27,Training
4728,1041,Grade 2,15154,2020-12-15,Training
490,1098,Grade 2,1745,2021-01-20,Training
5141,1052,Grade 2,2173,2021-01-08,Test
457,1045,Grade 2,4676,2020-12-02,Training
3489,1084,Grade 2,7079,2021-01-23,Training
95,1086,Grade 2,15429,2020-12-01,Training
4035,1078,Grade B1,4246,2021-01-07,Training
5155,1052,Grade 2,3692,2021-01-08,Test
3627,1041,Grade 2P,15561,2020-12-04,Training
30,1099,Grade 1,6734,2020-12-25,Training
1670,1000,Grade 1P,18433,2020-12-24,Training
794,1098,Grade A,7204,2021-01-23,Training
3090,1151,Grade 1,3331,2021-01-20,Training
3304,1072,Grade 2,1123,2020-12-26,Training
5890,1171,Grade 2P,18070,2021-01-27,Test
